1,  0.300000012,           1.
2,           0.,           1.
3,           0.,      0.34375
4,  0.251179069,  0.249224231
5,           0.,         0.25
6,  0.177594975,   0.17595461
7,         0.25,           0.
8,  0.348214298,           0.
9,           3.,           0.
10,           3.,  0.300000012
11,           3.,           1.
12,  0.200000003,           1.
13,  0.100000001,           1.
14,           0.,      0.90625
15,           0.,       0.8125
16,           0.,      0.71875
17,           0.,        0.625
18,           0.,      0.53125
19,           0.,       0.4375
20, 0.0754669309,  0.323968381
21,  0.155087173,  0.295414954
22,  0.262614906,  0.369552583
23,  0.269585133,  0.477650374
24,    0.2756477,   0.58288151
25,  0.281670809,  0.687467396
26,  0.287803948,  0.791862249
27,   0.29396373,  0.896069884
28, 0.0650781468,  0.241381094
29,  0.125669077,  0.216118678
30,  0.216891959,  0.124329723
31,  0.241581231, 0.0643312186
32,  0.326509714, 0.0740773827
33,  0.297091573,  0.152918875
34,  0.446428567,           0.
35,  0.544642866,           0.
36,  0.642857134,           0.
37,  0.741071403,           0.
38,  0.839285731,           0.
39,       0.9375,           0.
40,   1.03571427,           0.
41,   1.13392854,           0.
42,   1.23214281,           0.
43,   1.33035719,           0.
44,   1.42857146,           0.
45,   1.52678573,           0.
46,        1.625,           0.
47,   1.72321427,           0.
48,   1.82142854,           0.
49,   1.91964281,           0.
50,   2.01785707,           0.
51,   2.11607146,           0.
52,   2.21428561,           0.
53,       2.3125,           0.
54,   2.41071439,           0.
55,   2.50892854,           0.
56,   2.60714293,           0.
57,   2.70535707,           0.
58,   2.80357146,           0.
59,   2.90178561,           0.
60,           3.,  0.100000001
61,           3.,  0.200000003
62,   2.89888763,  0.298412949
63,   2.79785752,  0.296878636
64,   2.69686937,   0.29537046
65,   2.59590244,  0.293875158
66,   2.49494505,  0.292385429
67,   2.39399099,  0.290897936
68,   2.29303837,  0.289411306
69,   2.19208622,  0.287925005
70,   2.09113407,  0.286438823
71,   1.99018216,   0.28495273
72,   1.88923025,  0.283466607
73,   1.78827834,  0.281980485
74,   1.68732655,  0.280494392
75,   1.58637464,  0.279008269
76,   1.48542285,  0.277522177
77,   1.38447094,  0.276036054
78,   1.28351915,  0.274549872
79,   1.18256736,  0.273063511
80,   1.08161616,  0.271576643
81,   0.98066628,  0.270088017
